2015-08-04 02:25:06,B00EXBDWZC,49.97,46.69,3.28,46.69,MERCHANT,New,New,A1MZ1G2HEVXJ5F,IF-2DMD-DA0Z,48.99,48.99,0.0,6,0,32.98,32.98,0.0,False,,,,,
2015-08-04 02:25:06,B00L21BZ14,10.25,10.25,0.0,10.25,AMAZON,New,New,A1MZ1G2HEVXJ5F,HF-XACT-X6DU,10.09,10.09,0.0,4,537,10.09,10.09,0.0,False,,,,,
2015-08-04 02:25:06,B004TI336W,7.01,3.73,3.28,3.73,MERCHANT,New,New,A1MZ1G2HEVXJ5F,KZ-F2BC-J4NB,7.02,7.02,0.0,3,8,4.86,4.86,0.0,False,,,,,
2015-08-04 02:30:06,B00EXBDWZC,49.97,46.69,3.28,46.69,MERCHANT,New,New,A1MZ1G2HEVXJ5F,IF-2DMD-DA0Z,48.99,48.99,0.0,6,0,32.98,32.98,0.0,False,,,,,
2015-08-04 02:30:06,B00L21BZ14,10.25,10.25,0.0,10.25,AMAZON,New,New,A1MZ1G2HEVXJ5F,HF-XACT-X6DU,10.09,10.09,0.0,1,74,10.09,10.09,0.0,False,,,,,
2015-08-04 02:30:06,B004TI336W,7.01,3.73,3.28,3.73,MERCHANT,New,New,A1MZ1G2HEVXJ5F,KZ-F2BC-J4NB,7.02,7.02,0.0,1,282,4.86,4.86,0.0,False,,,,,
2015-08-04 02:35:06,B00EXBDWZC,49.97,46.69,3.28,46.69,MERCHANT,New,New,A1MZ1G2HEVXJ5F,IF-2DMD-DA0Z,48.99,48.99,0.0,6,0,32.98,32.98,0.0,False,,,,,
2015-08-04 02:35:06,B00L21BZ14,10.25,10.25,0.0,10.25,AMAZON,New,New,A1MZ1G2HEVXJ5F,HF-XACT-X6DU,10.09,10.09,0.0,1,74,10.09,10.09,0.0,False,,,,,
2015-08-04 02:35:06,B004TI336W,7.01,3.73,3.28,3.73,MERCHANT,New,New,A1MZ1G2HEVXJ5F,KZ-F2BC-J4NB,7.02,7.02,0.0,3,8,4.86,4.86,0.0,False,,,,,
2015-08-04 02:40:06,B00EXBDWZC,49.97,46.69,3.28,46.69,MERCHANT,New,New,A1MZ1G2HEVXJ5F,IF-2DMD-DA0Z,48.99,48.99,0.0,6,0,32.98,32.98,0.0,False,,,,,
2015-08-04 02:40:06,B00L21BZ14,10.25,10.25,0.0,10.25,AMAZON,New,New,A1MZ1G2HEVXJ5F,HF-XACT-X6DU,10.09,10.09,0.0,4,537,10.09,10.09,0.0,False,,,,,
2015-08-04 02:40:06,B004TI336W,7.01,3.73,3.28,3.73,MERCHANT,New,New,A1MZ1G2HEVXJ5F,KZ-F2BC-J4NB,7.02,7.02,0.0,3,8,4.86,4.86,0.0,False,,,,,
2015-08-04 02:45:05,B00EXBDWZC,49.97,46.69,3.28,46.69,MERCHANT,New,New,A1MZ1G2HEVXJ5F,IF-2DMD-DA0Z,48.99,48.99,0.0,6,0,32.98,32.98,0.0,False,,,,,
2015-08-04 02:45:05,B00L21BZ14,10.25,10.25,0.0,10.25,AMAZON,New,New,A1MZ1G2HEVXJ5F,HF-XACT-X6DU,10.09,10.09,0.0,4,537,10.09,10.09,0.0,False,,,,,
2015-08-04 02:45:05,B004TI336W,7.01,3.73,3.28,3.73,MERCHANT,New,New,A1MZ1G2HEVXJ5F,KZ-F2BC-J4NB,7.02,7.02,0.0,3,8,4.86,4.86,0.0,False,,,,,
2015-08-04 02:50:07,B00EXBDWZC,49.97,46.69,3.28,46.69,MERCHANT,New,New,A1MZ1G2HEVXJ5F,IF-2DMD-DA0Z,48.99,48.99,0.0,6,0,32.98,32.98,0.0,False,,,,,
2015-08-04 02:50:07,B00L21BZ14,10.25,10.25,0.0,10.25,AMAZON,New,New,A1MZ1G2HEVXJ5F,HF-XACT-X6DU,10.09,10.09,0.0,1,74,10.09,10.09,0.0,False,,,,,
